rating,year,title_length,rating_count,lifespan_in_movielens,genres
3.75468360537107,2009.0,20.0,12437,290696723,Comedy|Drama|Romance
3.2333333333333334,2011.0,9.0,15,121811249,Documentary
1.0,1988.0,69.0,1,0,(no genres listed)
3.629032258064516,2015.0,34.0,31,58357497,Documentary
3.0,2018.0,12.0,1,0,Comedy|Romance
3.5,2015.0,8.0,17,79611005,Documentary|Thriller
2.5,2011.0,28.0,9,89284637,Adventure|Children
3.418032786885246,2009.0,10.0,61,247722987,Comedy|Drama
3.260587942202292,1987.0,23.0,2007,452931298,Children|Comedy|Fantasy|Sci-Fi
2.9491525423728815,2013.0,2.0,59,147680362,Sci-Fi|Thriller
2.3813559322033897,1981.0,18.0,59,430673112,Comedy|Drama
3.080357142857143,1993.0,16.0,56,390198251,Comedy
3.6324786324786325,1979.0,22.0,1287,584491174,Drama|Thriller
3.0,1995.0,36.0,1,0,(no genres listed)
1.0,2014.0,18.0,1,0,Comedy
3.0,1997.0,19.0,2,5598601,Drama
3.1,2003.0,6.0,5,84548868,Drama|Romance
3.0833333333333335,1970.0,26.0,6,101255035,Action|Drama
2.6346153846153846,2006.0,3.0,26,207228524,Crime|Drama|Thriller
2.5,2012.0,23.0,2,14717039,Action|Animation|Sci-Fi
3.25,2014.0,5.0,2,2222608,Drama
4.25,2013.0,41.0,2,27094979,Comedy
4.0,1994.0,36.0,10,76287482,Comedy|Crime
3.0,1966.0,26.0,1,0,Action|Comedy
1.8,2012.0,14.0,10,136250410,Action|Animation|Sci-Fi
3.0,2013.0,31.0,1,0,Action|Sci-Fi
4.0,1954.0,5.0,1,0,Drama|War
3.0,2009.0,5.0,1,0,Drama|Thriller
3.5806451612903225,2013.3548387096773,1.0,31,129553443,Documentary
3.3333333333333335,2014.0,16.0,3,59435806,(no genres listed)
3.5,2007.0,9.0,1,0,Drama
2.5,2005.0,16.0,1,0,Drama
3.3,2017.0,13.0,5,38744807,(no genres listed)
3.375,2017.0,7.0,12,39376685,Drama|Romance
3.5,1972.0,6.0,3,51263205,Documentary
2.638888888888889,1993.0,38.0,18,388934451,Drama
2.0,2011.0,16.0,1,0,Crime
3.3702290076335877,1994.0,10.0,131,614626446,Drama|Romance
2.5,2003.0,6.0,1,0,Action|Thriller
4.25,2008.0,6.0,2,41587,Drama
2.884710234278668,1979.0,2.0,811,476005764,Comedy|Romance
1.875,2014.0,13.0,4,65140208,Comedy
3.75,2001.0,12.0,2,38276419,Comedy|Drama|Romance
4.25,2015.0,32.0,2,42247971,Documentary
0.75,2015.0,14.0,6,61096722,Crime|Thriller
3.6796774193548387,2016.0,19.0,3100,82942208,Thriller
2.6666666666666665,2015.0,21.0,3,41176188,(no genres listed)
3.3238289205702647,2006.0,16.0,491,370910782,Comedy|Drama|Romance
3.8333333333333335,2007.0,6.0,3,105840572,Documentary
0.5,2014.0,10.0,1,0,(no genres listed)
2.5,2010.0,21.0,2,2599120,Documentary
3.629032258064516,2006.0,31.0,31,217614539,Documentary
3.502958579881657,1971.0,19.0,169,449702895,Crime|Drama|Thriller
1.8125,2013.0,28.0,8,72597821,Comedy|Romance
3.525731519507187,1999.0,26.0,15584,616296740,Comedy|Romance
2.981818181818182,2011.0,8.0,110,183140193,Comedy|Drama|Romance
2.0,2002.0,22.0,4,100975979,Drama|War
2.745614035087719,1983.0,14.0,114,492535360,Action|Adventure|Thriller
2.0,2013.0,23.0,2,79524535,Adventure|Documentary
3.0,2011.0,5.0,1,0,(no genres listed)
2.533214920071048,2008.0,9.0,2815,333181940,Adventure|Romance|Thriller
2.5,2002.0,29.0,4,34578344,(no genres listed)
2.0,2014.0,11.0,1,0,Sci-Fi
2.75,1967.0,29.0,2,2745257,Western
1.875,2014.0,15.0,4,72326405,Action|Adventure
2.4722222222222223,2014.0,25.0,18,106531141,Drama|Romance
2.875,2004.0,4.0,4,88023008,Action|Drama
3.1666666666666665,2006.0,16.0,3,48916145,Drama|Sci-Fi|Thriller
2.9464285714285716,2012.0,16.0,28,109000509,Comedy|Horror
1.0,1991.0,8.0,1,0,Horror|Romance|Thriller
2.25,1991.0,27.0,2,845420,Drama
2.65,2004.0,26.0,10,82014742,Comedy|Romance
2.375,2013.0,22.0,4,82740516,Action|Sci-Fi
2.8828828828828827,2008.0,8.0,111,299497486,Horror|Thriller
1.75,2012.0,45.0,6,86074215,Horror
3.043298969072165,2000.0,9.0,485,312765689,Comedy|Romance
2.8684210526315788,1937.0,47.0,19,271216924,Comedy
3.0,2008.0,14.0,3,30753835,Sci-Fi
2.5,2017.0,20.0,1,0,Romance
2.75,1969.0,10.0,62,313007191,Adventure|War|Western
3.0,2016.0,11.0,7,22402639,Drama
1.5,2007.0,9.0,3,9958924,Horror
3.25,1986.0,47.0,2,65241533,Comedy
3.75,2002.0,9.0,4,42340375,Comedy|Romance
3.0,1994.0,23.0,2,34792210,Documentary
4.0,2010.0,17.0,1,0,Adventure|Comedy|Documentary
4.166666666666667,2014.0,12.0,3,18153905,Comedy|Drama
4.5,2012.0,39.0,2,5584945,Documentary
3.5,1976.0,21.0,1,0,Comedy
3.9285714285714284,2016.0,10.0,7,22355880,Drama
3.6875,2011.0,9.0,8,71187294,Drama|Romance
3.4722222222222223,1960.0,60.0,72,416812831,Crime|Horror|Mystery|Thriller
2.0,2007.0,13.0,1,0,(no genres listed)
3.75,2014.0,9.0,2,20400821,Drama
3.230769230769231,2014.0,10.0,13,85107605,Drama
2.1666666666666665,1990.0,11.0,3,85398240,Adventure|Comedy|Fantasy
3.06332541567696,1996.0,14.0,10525,689253514,Adventure|Children|Comedy
3.4208066646347657,1961.0,47.0,9843,637004564,Adventure|Animation|Children
3.035211267605634,2003.0,43.0,71,114064359,Animation|Children
3.5,2000.0,13.0,5,22680569,Documentary
3.577450980392157,2000.0,29.0,510,485308594,Comedy|Drama|Romance
2.3939971414959507,2000.0,14.0,2099,562345247,Children|Comedy
3.861111111111111,2008.0,32.0,18,131528591,Documentary
3.5,2018.0,11.0,2,11243,Children|Comedy|Drama
3.5714285714285716,2009.0,4.0,14,204413674,Action|Adventure|War
3.0052631578947366,2006.0,11.0,95,297667317,Crime|Drama|Thriller
3.0357142857142856,2004.0,79.0,14,196127088,Documentary
3.8805220883534135,2000.0,17.0,498,270414362,Adventure|Comedy|Fantasy
3.3086956521739133,1965.0,36.0,115,541147802,Action|Comedy|Sci-Fi|Thriller
2.689655172413793,2018.0,5.0,29,14745105,Thriller
3.5,2010.0,3.0,1,0,Drama
2.5,2015.0,9.0,1,0,Action
4.083333333333333,2011.0,18.0,6,98775148,Drama
3.3181818181818183,1974.0,14.0,11,237729624,Comedy|Crime
3.125,2015.0,10.0,8,90363168,(no genres listed)
2.7,2007.0,14.0,5,30011811,Drama|Romance|Sci-Fi
5.0,2016.0,19.0,1,0,Documentary
3.3,1977.0,7.0,5,187799002,Drama
3.367424242424242,2002.0,23.0,132,435710457,Drama
2.480769230769231,2011.0,33.0,52,215583118,Horror|Thriller
3.6237373737373737,2016.0,8.0,198,75760841,Drama|Thriller
3.0,2013.0,4.0,7,86391571,Crime|Drama
2.0833333333333335,2011.0,8.0,6,39733427,Horror|Thriller
3.125,2013.0,12.0,4,88658202,Documentary|Romance
2.727272727272727,2013.0,8.0,11,56036959,Fantasy|Sci-Fi
3.5533807829181496,2003.0,5.0,843,388328621,Comedy|Crime|Drama|Mystery|Thriller
2.6,2016.0,5.0,5,31614860,Crime|Drama
4.333333333333333,2005.0,5.0,3,77995483,Mystery|Thriller
3.3333333333333335,2007.0,14.0,75,286779511,Documentary
3.5477707006369426,2007.0,2.0,157,280968690,Crime|Drama|Thriller|War
4.225210801579678,1958.722702529619,12.0,18738,691768619,Drama
3.83920704845815,1973.0704845814978,9.0,227,96256287,Adventure|Comedy
3.25,2011.0,21.0,36,116963171,Children|Comedy|Fantasy|Romance
2.25,2017.0,7.0,2,12221797,Documentary
2.5,2004.0,24.0,2,41317200,Children|Comedy|Drama|Fantasy
2.7916666666666665,2005.0,17.0,12,210266838,Drama|Horror|Thriller
0.5,1972.0,11.0,1,0,Documentary
2.772727272727273,2005.0,25.0,11,193902237,Children
5.0,2012.0,40.0,1,0,Children|Comedy
2.9285714285714284,2016.0,12.0,7,37824342,Thriller
2.95,2015.0,21.0,10,43346089,Children
3.0,2010.0,8.0,1,0,(no genres listed)
4.25,2009.0,19.0,2,745585,Comedy|Romance
3.3636363636363638,2013.0,15.0,22,132222434,Documentary
0.5,2009.0,23.0,1,0,Comedy
2.7771929824561403,2009.0,9.0,285,285242676,Action|Thriller
2.5416666666666665,2013.0,21.0,24,140133601,Action|Adventure|Thriller
2.4705882352941178,2015.0,21.0,34,86630221,Action
3.125,1997.0,22.0,4,165115465,Comedy|Drama
3.0238095238095237,2018.0,9.0,84,21290165,Drama|War
3.5,2011.0,22.0,1,0,Comedy|Fantasy
3.876959247648903,2013.0,16.0,5104,155177048,Drama
1.5,1960.0,14.0,2,17348599,Sci-Fi
2.75,2008.0,3.0,4,178994733,Drama|War
3.472972972972973,2017.0,20.0,37,32438788,(no genres listed)
3.0,2015.0,16.0,1,0,Drama
3.6270047349931267,2010.0,9.0,6547,248820007,Adventure|Drama|Thriller
3.3333333333333335,1993.0,5.0,99,299005851,Comedy|Romance|Sci-Fi|Thriller
3.5714285714285716,1990.0,8.0,14,110104875,Sci-Fi
3.435064935064935,2006.0,46.0,77,286875961,Comedy|Drama
3.6333333333333333,2010.0,15.0,15,212753857,Documentary
3.0582959641255605,2010.0,2.0,223,243099401,Thriller
3.689039408866995,2010.0,35.0,812,234898506,Action
3.2346938775510203,2006.0,28.0,49,286202390,Horror|Mystery|Thriller
2.980769230769231,2015.0,10.0,26,65046159,Drama|Horror
2.75,2002.0,9.0,2,2066465,Horror|Thriller
2.1,2013.0,8.0,10,85296113,Horror|Sci-Fi
0.5,1960.0,15.0,1,0,Western
2.5,1963.0,37.0,2,60350099,Adventure|Comedy|Thriller
2.8565375302663436,1960.0,9.0,826,535389763,Horror
3.093398751115076,2004.0,14.0,5605,454357591,Comedy|Fantasy|Romance
3.7520718232044197,2016.0,8.0,724,85127843,Drama
2.0,2008.0,23.0,2,26011328,Horror|Thriller
3.5,2004.0,8.0,1,0,Documentary
3.3157894736842106,2015.0,10.0,19,81997114,Drama
2.75,2002.0,8.0,6,13787194,Comedy|Drama
3.4451219512195124,1947.0,16.0,82,453857381,Thriller|War
3.3452914798206277,2014.0,7.0,223,140772384,Horror|Thriller
3.7216494845360826,2005.0,10.0,388,317777670,Film-Noir|Thriller
3.5,2015.0,18.0,1,0,Drama
2.1,2013.0,8.0,5,109207705,Horror
3.010869565217391,2009.0,3.0,46,288859866,Horror|Mystery|Thriller
3.8587443946188342,2016.0,4.0,223,62075542,Documentary
2.4285714285714284,1951.0,16.0,7,222012271,Film-Noir
3.1275790166812993,1999.0,17.0,9112,602902950,Action|Adventure|Fantasy
3.057142857142857,2010.0,22.0,35,175857815,Action|Drama
2.75,1988.0,14.0,2,92226038,(no genres listed)
3.423076923076923,1951.0,25.0,26,279446433,Drama|Film-Noir|Thriller
2.9166666666666665,2015.0,3.0,6,32542729,Drama|Romance
3.3475479744136463,2007.0,4.0,4221,354865758,Drama|Horror|Thriller
3.096703296703297,1992.0,26.0,455,437290437,Adventure|Drama
2.6363636363636362,2003.7272727272727,2.0,11,220895477,Action|Drama
4.75,2001.0,15.0,2,18261,Drama
2.97828418230563,2001.0,10.0,1865,553516189,Thriller
3.3333333333333335,2013.0,20.0,3,61464182,Drama
3.0,2016.0,14.0,1,0,Drama
3.375,2012.0,8.0,4,77394909,Documentary
3.3017451298701297,2006.0,9.0,2464,396352766,Crime|Thriller
3.2142857142857144,2010.0,9.0,35,95102556,Children|Drama|Fantasy
3.3125,2003.0,19.0,8,139342988,Drama
2.6666666666666665,2009.0,10.0,6,158108438,Comedy|Drama
2.888888888888889,2012.0,7.0,9,94606929,Children|Comedy|Drama|Romance
2.3095238095238093,2007.0,31.0,21,208671085,Drama|Fantasy|War
3.082018927444795,2009.0,8.0,2853,296798936,Comedy|Drama
3.2115384615384617,2011.0,20.0,26,130435218,Drama
3.5,2012.0,6.0,1,0,Drama
3.4545454545454546,1972.0,4.0,484,510133928,Children|Drama|Musical
4.0,2011.0,30.0,1,0,Drama
2.5074404761904763,1988.0,9.0,336,533677218,Comedy|Fantasy
2.1666666666666665,2006.0,20.0,3,119955442,Action|Comedy
3.0,2011.0,8.0,2,99629199,Comedy|Drama
2.0,2009.0,18.0,14,101047441,Comedy
3.6666666666666665,2010.0,35.0,3,136356328,Comedy|Drama
3.0,2011.0,52.0,7,86122277,Comedy
2.5,2004.0,32.0,1,0,Drama
3.522727272727273,2010.0,70.0,22,158592396,Documentary|Drama
1.5,1912.0,4.0,2,51477040,(no genres listed)
2.0,2012.0,26.0,1,0,Adventure
2.5,2012.0,22.0,1,0,Action|Drama
3.0285006195786863,1997.0,21.0,807,661275123,Drama|Thriller
3.111111111111111,2016.0,30.0,9,55521613,Drama|War
3.6682389937106916,1976.0,16.0,318,377351585,Drama|War
2.880952380952381,2011.0,20.0,21,171297853,Action|Adventure|Drama|War
3.6666666666666665,2015.0,4.0,3,6294305,Drama
3.0,2008.0,4.0,10,80022659,Drama|Horror|Thriller
2.0,2012.0,18.0,5,45665274,Horror|Thriller
3.0921052631578947,2017.0,4.0,152,29371935,Crime|Drama|Mystery
4.0,2009.0,31.0,6,203150363,Documentary
2.8451612903225807,1979.0,4.0,775,466078067,Comedy|War
2.5,1994.0,18.0,5,102566247,Action|Drama|Romance
3.1875,2015.0,4.0,16,88839925,Drama|War
4.214285714285714,2017.0,4.0,7,24052371,Drama
4.0,2015.0,22.0,1,0,Documentary
5.0,2018.0,4.0,1,0,(no genres listed)
2.753623188405797,1988.0,4.0,138,541493050,Drama|War
3.1333333333333333,2014.0,4.0,15,113179526,Documentary
3.0,2016.0,27.0,1,0,Horror|Mystery
3.5,2009.0,4.0,9,106490601,Comedy|Drama|Romance
4.0,2013.0,4.0,1,0,Drama
3.7140151515151514,1956.0,4.0,528,312417210,Drama|Sci-Fi
3.643684075122202,1984.0,27.0,3887,636370910,Drama|Sci-Fi
5.0,2011.0,15.0,1,0,Documentary
3.4285714285714284,2014.0,4.0,7,106490607,Comedy|Drama|Romance
4.0,2017.0,24.0,1,0,Drama|Thriller
3.5,2014.0,4.0,2,4196966,(no genres listed)
2.673076923076923,1982.0,54.0,26,238201461,Action|Sci-Fi
3.5454545454545454,1992.0,25.0,11,120019947,Documentary
2.923076923076923,2010.0,14.0,13,203607417,Drama
3.5833333333333335,2016.0,4.0,6,45045120,Drama
2.3333333333333335,2003.0,10.0,3,10120888,Action|Thriller
2.4,2008.0,59.0,5,75814282,Comedy
5.0,2007.0,1.0,2,27875719,Drama
3.1,2012.0,19.0,5,89278744,Comedy
2.9,2013.0,19.0,5,51952257,Comedy|Drama
4.0,2006.0,28.0,3,165616277,Comedy|Drama|Romance
1.0,2014.0,16.0,1,0,Horror
3.75,2016.0,19.0,2,6247720,Drama
2.0,2015.0,11.0,1,0,Comedy|Romance
3.0738255033557045,2012.0,18.0,149,194003547,Comedy
3.4122670807453415,2007.0,15.0,644,335898407,Comedy|Drama|Romance
3.2878279438682125,1996.0,20.0,3278,693064123,Crime|Film-Noir
2.5945434900054023,2003.0,46.0,5553,483776941,Action|Crime|Thriller
3.3398628795298726,2013.0,6.0,1021,162365390,Action|Comedy|Crime
2.3333333333333335,2012.0,7.0,3,6476982,Horror
3.0,2016.0,10.0,1,0,Action|Horror
2.1,2016.0,17.0,5,24232321,Horror|Sci-Fi|Thriller
3.4166666666666665,2015.0,21.0,6,64973936,Drama|Romance
3.0,1998.0,9.0,1,0,Drama|Romance
3.125,2014.0,8.0,16,74996394,Comedy|Drama|Romance
4.0,2005.0,7.0,2,12179282,Drama|Romance
3.424757281553398,1967.0,65.0,206,685095298,Drama
1.7894736842105263,2012.0,21.0,19,183544385,Comedy|Horror
2.7969303423848877,1998.0,8.0,847,596119459,Comedy|Romance
3.6485714285714286,2013.0,47.0,175,164376720,Documentary
1.5,2014.0,74.0,1,0,Thriller
3.1839080459770117,1957.0,25.0,174,499478394,Sci-Fi
4.25,2007.0,17.0,2,21976615,Documentary
1.125,2008.0,14.0,4,90710535,Drama|Fantasy|Sci-Fi
2.5,2016.0,19.0,1,0,Comedy|Documentary
3.50531914893617,2014.0,20.0,94,123846832,Documentary|Drama|Musical
3.5116835200874554,1953.6941787373598,28.0,7318,697103470,Adventure|Drama|Sci-Fi
2.8,1932.0,25.0,10,248307370,Crime|Drama
3.5,2013.0,13.0,1,0,Comedy|Romance
2.923166472642608,1999.0,14.0,1718,615903521,Comedy|Drama
2.75,2017.0,11.0,2,14088515,Thriller
2.2,2011.0,10.0,5,18494990,Action|Adventure|Drama
2.8472222222222223,1971.0,10.0,36,250462028,Comedy|Musical
3.0952380952380953,2006.0,17.0,21,71600365,Comedy|Drama|Romance
3.5,2000.0,7.0,9,56044547,Action|Thriller
2.689075630252101,2005.0,12.0,119,311520455,Comedy|Horror
3.974154943026291,1968.0,21.0,31418,697809512,Adventure|Drama|Sci-Fi
1.7,2000.0,22.0,20,46654012,Comedy|Sci-Fi
2.9473684210526314,2002.0,19.0,38,258581957,Action|Sci-Fi|Thriller
2.1,2010.0,15.0,5,95778429,Action|Adventure|Thriller
3.3896061975468044,1984.0,30.0,4647,630790177,Sci-Fi
2.7545078577336644,2009.0,4.0,6045,279485125,Action|Drama|Sci-Fi|Thriller
0.5,2008.0,13.0,1,0,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller
2.742857142857143,2011.0,13.0,35,93956534,Action|Adventure|Sci-Fi
2.4310344827586206,2009.0,15.0,29,209388575,Action|Sci-Fi
3.4166666666666665,2010.0,21.0,6,179763181,Animation|Documentary
4.5,2013.0,55.0,1,0,Documentary|Musical
2.5,2016.0,45.0,1,0,(no genres listed)
2.757142857142857,2012.0,21.0,35,182455835,Documentary
3.0,2017.0,46.0,1,0,(no genres listed)
2.4210526315789473,1983.0,32.0,19,195692647,Action|Horror|Sci-Fi
2.0,1983.0,21.0,1,0,Action|Sci-Fi
2.5,2010.0,4.0,2,9125167,Adventure|Sci-Fi
2.5,2018.0,19.0,17,5233921,Sci-Fi
3.3703703703703702,2017.0,16.0,27,28077798,Sci-Fi|Thriller
3.669854881266491,2004.0,4.0,1516,415147993,Drama|Fantasy|Romance|Sci-Fi
0.5,2014.0,22.0,2,2866421,Action|Sci-Fi|Thriller
3.4074074074074074,2017.0,20.0,27,29678965,Sci-Fi|Thriller
0.5,2007.0,26.0,1,0,(no genres listed)
3.4375,2009.0,4.0,16,116005357,Action|Sci-Fi
2.75,1984.0,4.0,4,41977264,Documentary
2.5625,2008.0,51.0,8,82607570,Adventure|Mystery|Sci-Fi
4.5,1976.0,15.0,1,0,(no genres listed)
3.7483333333333335,2016.0,18.0,300,54761233,Drama
3.5097467845659165,2008.0,2.0,4976,330159473,Crime|Drama|Romance|Thriller
2.25,1995.5,7.0,4,8958720,Horror|Thriller
3.6873050935550937,2003.0,8.0,7696,468467003,Crime|Drama|Mystery|Romance|Thriller
3.3333333333333335,1976.0,18.0,3,29471032,Drama
3.5965918268454207,2012.0,14.0,6191,205834292,Action|Comedy|Crime
3.9503968253968256,1977.0,5.0,504,308734538,Documentary
3.6666666666666665,2014.0,27.0,3,72708106,(no genres listed)
3.086319218241042,2013.0,11.0,307,176620521,Comedy
2.8333333333333335,2015.0,20.0,3,31613386,Comedy
3.0,2013.0,26.0,27,160454547,Comedy|Romance
3.2777777777777777,1963.0,5.0,9,113365298,Documentary
2.5,1997.0,21.0,3,81242259,Sci-Fi
2.175,2018.0,3.0,20,6465425,(no genres listed)
3.265682656826568,2010.0,23.0,271,245302429,Action|Crime|Thriller
4.0,2012.0,18.0,1,0,Crime|Drama|Romance|Thriller
3.485540119081372,2014.0,14.0,3527,135306756,Action|Comedy|Crime
3.25,2014.0,10.0,2,8471908,Action|Crime
3.619718309859155,1998.0,38.0,71,238617763,Drama|Thriller
4.0,2014.0,8.0,2,6404925,Drama
3.03125,1956.0,24.0,16,268183874,Mystery|Thriller
1.5,2016.0,20.0,7,13609688,Sci-Fi
3.3333333333333335,2016.0,2.0,6,37618550,Action|Sci-Fi|Thriller
3.4545454545454546,1997.0,23.0,88,566734365,Comedy|Drama
3.264705882352941,2008.0,28.0,17,204672219,Drama
3.5,2014.0,7.0,7,76611940,Drama|Thriller
2.5833333333333335,2013.0,12.0,6,49687390,Crime|Drama|Thriller
4.833333333333333,2017.0,9.0,3,7079721,(no genres listed)
3.592200725513906,2002.0,20.0,1654,504062157,Comedy|Drama|Musical
2.473333333333333,1998.0,18.0,75,411656786,Comedy|Drama
2.0,2005.0,22.0,1,0,Documentary
2.8181818181818183,2017.0,16.0,33,28004946,Thriller
2.625,2011.0,6.0,12,175954634,Horror|Thriller
3.492957746478873,2008.0,14.0,284,257579396,Action|Adventure|Crime|Drama|Thriller
3.032258064516129,2004.0,13.0,62,393531065,Drama|Thriller
3.5,2016.0,5.0,2,576858,Documentary
3.75,2015.0,8.0,2,554433,Documentary
3.5,2008.0,8.0,1,0,Thriller
3.0,1973.0,19.0,1,0,Drama|Romance
3.09375,2001.0,8.0,16,247912023,Comedy|Drama
3.0,1989.0,23.0,4,10387875,(no genres listed)
2.0,2008.0,19.0,1,0,Action|Adventure|Drama
3.8184323858742464,2002.0,9.0,5805,498361946,Crime|Drama
3.75,2012.0,8.0,6,29181711,Drama|Thriller
3.25,2008.0,12.0,6,263903533,Drama
3.1605443974630023,2008.0,10.0,3784,337219446,Comedy|Romance
3.1363636363636362,2000.0,17.0,11,125502943,Comedy|Drama|Romance
2.5,2018.0,27.0,2,3464422,Action|Comedy|Crime
3.099065924196156,2000.0,7.0,5567,583314770,Drama
3.7517535215349835,2002.0,13.0,17251,480941060,Action|Horror|Sci-Fi
2.65625,2012.0,14.0,16,166273112,Drama
4.0087514585764294,1985.0,5.0,857,452651446,Documentary
3.439857536020722,2007.0,14.0,6177,359030884,Horror|Sci-Fi|Thriller
2.230769230769231,2002.0,8.0,13,152606109,Comedy|Drama|Thriller
3.5,2017.0,4.0,2,13150542,Drama
3.130434782608696,1991.0,11.0,23,440038252,Comedy|Drama
2.625,2005.0,12.0,4,47124465,Comedy
2.3076923076923075,2009.0,4.0,13,195613357,Horror|Thriller
2.8214285714285716,2016.0357142857142,4.0,56,172872045,Crime|Drama|Thriller
3.0833333333333335,2006.0,4.0,66,263385093,Drama
2.9,2013.0,20.0,5,97802382,Horror
3.5,2003.0,4.0,32,115246728,Drama|Horror|Thriller
3.0,2000.0,7.0,2,60737267,Comedy|Drama
1.5,2014.0,5.0,1,0,Horror|Thriller
2.6666666666666665,2001.0,6.0,3,179876691,Crime|Mystery|Romance
2.0,1964.0,10.0,1,0,(no genres listed)
1.8,2010.0,11.0,5,128701794,Drama
3.0476190476190474,1926.0,9.0,21,331429202,Western
3.5,2015.0,10.0,1,0,Comedy|Drama
2.5625,2003.0,12.0,16,208818527,Crime|Mystery|Romance|Thriller
1.5,2015.0,8.0,1,0,Adventure|Animation|Children
1.5,2012.0,16.0,1,0,Children|Comedy|Romance
3.077956989247312,2014.0,14.0,372,143633179,Action|Crime|Drama
3.5090744101633393,2004.0,46.0,551,403589434,Horror
0.8333333333333334,2013.0,10.0,3,27110333,Comedy
3.3767123287671232,1948.0,12.0,73,307962057,Drama|Western
2.5,2010.0,27.0,1,0,(no genres listed)
2.8636363636363638,2014.0,8.0,11,71821935,Drama
3.0,2011.0,56.0,3,136101750,Children|Comedy|Romance
1.0,2017.0,17.0,1,0,Horror
2.75,2017.0,9.0,2,24918410,(no genres listed)
3.928622668579627,2009.0,8.0,1394,273657426,Comedy|Drama|Romance
0.5,1990.0,37.0,1,0,Action
1.75,2011.0,12.0,2,888738,Action|Adventure|Thriller
2.375,2005.0,9.0,4,254874232,Drama
1.0,2015.0,22.0,1,0,Drama
2.331896551724138,1992.0,8.0,1160,538502223,Action|Children|Comedy
1.9406906906906907,1994.0,18.0,666,538367323,Action|Children|Comedy
1.8211462450592886,1995.0,19.0,506,534643360,Action|Children
1.5875748502994012,1998.0,36.0,668,652142302,Action|Children|Comedy
2.5,1954.0,13.0,5,87787382,Comedy
3.227272727272727,2004.0,53.0,11,177780352,Documentary
2.9285714285714284,1953.0,47.0,7,63658174,Comedy|Musical
2.9444444444444446,2012.0,7.0,9,106618160,Comedy
2.378205128205128,2000.0,9.0,78,548698866,Comedy
3.5,2011.0,15.0,1,0,Comedy
3.6666666666666665,2015.0,21.0,3,25901401,Comedy
3.8364055299539173,1977.0,21.0,434,452225224,Drama
3.6944444444444446,1960.0,25.0,18,246788110,Adventure|Fantasy
1.8571428571428572,1973.0,29.0,7,156825190,Action|Adventure|Sci-Fi
2.9,1966.0,31.0,10,255060519,Comedy|Romance
2.8260869565217392,2012.0,44.0,23,184452522,Comedy
5.0,2011.0,32.0,2,41535925,Drama
2.2142857142857144,2008.0,13.0,7,83115287,Drama
1.4,2015.0,21.0,10,70656286,Action|Sci-Fi
3.9618104667609617,2004.0,16.0,1414,422880954,Drama|Romance
1.75,2012.0,8.0,2,68652670,Comedy|Romance
3.5,2004.0,24.0,2,114755,Comedy|Drama|Romance
3.1130396083667113,2007.0,16.0,2247,344927889,Horror|Thriller
2.6082802547770703,2010.0,27.0,157,248490016,Horror|Thriller
3.069193742478941,2011.0,18.0,831,224630670,Action|Comedy|Crime
1.65,2013.0,86.0,10,86657758,Comedy
2.466666666666667,2000.6,16.0,15,479496233,Comedy|Drama|Romance
3.582206694009823,2007.0,3.0,19749,364775577,Action|Fantasy|War|IMAX
3.2222222222222223,1989.0,38.0,9,245375470,Drama
3.3692307692307693,1962.0,17.0,130,310748663,Adventure|Drama|War
